Dummy_Name,Biological_Name
gene_16801,SNORD119
gene_16802,SNORD11B
gene_16803,SNORD11
gene_16804,SNORD121A
gene_16805,SNORD121B
gene_16806,SNORD123
gene_16807,SNORD124
gene_16808,SNORD125
gene_16809,SNORD126
gene_16810,SNORD127
gene_16811,SNORD12B
gene_16812,SNORD12C
gene_16813,SNORD12
gene_16814,SNORD15A
gene_16815,SNORD15B
gene_16816,SNORD16
gene_16817,SNORD17
gene_16818,SNORD18A
gene_16819,SNORD18B
gene_16820,SNORD18C
gene_16821,SNORD19B
gene_16822,SNORD19
gene_16823,SNORD1A
gene_16824,SNORD1B
gene_16825,SNORD1C
gene_16826,SNORD20
gene_16827,SNORD21
gene_16828,SNORD22
gene_16829,SNORD23
gene_16830,SNORD24
gene_16831,SNORD25
gene_16832,SNORD26
gene_16833,SNORD27
gene_16834,SNORD28
gene_16835,SNORD29
gene_16836,SNORD2
gene_16837,SNORD30
gene_16838,SNORD31
gene_16839,SNORD32A
gene_16840,SNORD32B
gene_16841,SNORD33
gene_16842,SNORD34
gene_16843,SNORD35A
gene_16844,SNORD35B
gene_16845,SNORD36A
gene_16846,SNORD36B
gene_16847,SNORD36C
gene_16848,SNORD37
gene_16849,SNORD38A
gene_16850,SNORD38B
gene_16851,SNORD41
gene_16852,SNORD42A
gene_16853,SNORD42B
gene_16854,SNORD43
gene_16855,SNORD44
gene_16856,SNORD45A
gene_16857,SNORD45B
gene_16858,SNORD45C
gene_16859,SNORD46
gene_16860,SNORD47
gene_16861,SNORD48
gene_16862,SNORD49A
gene_16863,SNORD49B
gene_16864,SNORD4A
gene_16865,SNORD4B
gene_16866,SNORD50A
gene_16867,SNORD50B
gene_16868,SNORD51
gene_16869,SNORD52
gene_16870,SNORD53
gene_16871,SNORD54
gene_16872,SNORD55
gene_16873,SNORD56B
gene_16874,SNORD56
gene_16875,SNORD57
gene_16876,SNORD58A
gene_16877,SNORD58C
gene_16878,SNORD59A
gene_16879,SNORD59B
gene_16880,SNORD5
gene_16881,SNORD60
gene_16882,SNORD61
gene_16883,SNORD62A
gene_16884,SNORD63
gene_16885,SNORD65
gene_16886,SNORD66
gene_16887,SNORD67
gene_16888,SNORD68
gene_16889,SNORD69
gene_16890,SNORD6
gene_16891,SNORD70
gene_16892,SNORD71
gene_16893,SNORD72
gene_16894,SNORD73A
gene_16895,SNORD74
gene_16896,SNORD75
gene_16897,SNORD76
gene_16898,SNORD77
gene_16899,SNORD78
gene_16900,SNORD79
gene_16901,SNORD7
gene_16902,SNORD80
gene_16903,SNORD81
gene_16904,SNORD82
gene_16905,SNORD84
gene_16906,SNORD85
gene_16907,SNORD86
gene_16908,SNORD87
gene_16909,SNORD88A
gene_16910,SNORD88B
gene_16911,SNORD88C
gene_16912,SNORD89
gene_16913,SNORD8
gene_16914,SNORD90
gene_16915,SNORD91A
gene_16916,SNORD91B
gene_16917,SNORD92
gene_16918,SNORD93
gene_16919,SNORD94
gene_16920,SNORD95
gene_16921,SNORD96A
gene_16922,SNORD96B
gene_16923,SNORD97
gene_16924,SNORD98
gene_16925,SNORD99
gene_16926,SNORD9
gene_16927,SNPH
gene_16928,SNRK
gene_16929,SNRNP200
gene_16930,SNRNP25
gene_16931,SNRNP27
gene_16932,SNRNP35
gene_16933,SNRNP40
gene_16934,SNRNP48
gene_16935,SNRNP70
gene_16936,SNRPA1
gene_16937,SNRPA
gene_16938,SNRPB2
gene_16939,SNRPB
gene_16940,SNRPC
gene_16941,SNRPD1
gene_16942,SNRPD2
gene_16943,SNRPD3
gene_16944,SNRPE
gene_16945,SNRPF
gene_16946,SNRPG
gene_16947,SNRPN
gene_16948,SNTA1
gene_16949,SNTB1
gene_16950,SNTB2
gene_16951,SNTG1
gene_16952,SNTG2
gene_16953,SNTN
gene_16954,SNUPN
gene_16955,SNURF
gene_16956,SNW1
gene_16957,SNX10
gene_16958,SNX11
gene_16959,SNX12
gene_16960,SNX13
gene_16961,SNX14
gene_16962,SNX15
gene_16963,SNX16
gene_16964,SNX17
gene_16965,SNX18
gene_16966,SNX19
gene_16967,SNX1
gene_16968,SNX20
gene_16969,SNX21
gene_16970,SNX22
gene_16971,SNX24
gene_16972,SNX25
gene_16973,SNX27
gene_16974,SNX29
gene_16975,SNX2
gene_16976,SNX30
gene_16977,SNX31
gene_16978,SNX32
gene_16979,SNX33
gene_16980,SNX3
gene_16981,SNX4
gene_16982,SNX5
gene_16983,SNX6
gene_16984,SNX7
gene_16985,SNX8
gene_16986,SNX9
gene_16987,SOAT1
gene_16988,SOAT2
gene_16989,SOBP
gene_16990,SOCS1
gene_16991,SOCS2
gene_16992,SOCS3
gene_16993,SOCS4
gene_16994,SOCS5
gene_16995,SOCS6
gene_16996,SOCS7
gene_16997,SOD1
gene_16998,SOD2
gene_16999,SOD3
gene_17000,SOHLH1
gene_17001,SOHLH2
gene_17002,SOLH
gene_17003,SON
gene_17004,SORBS1
gene_17005,SORBS2
gene_17006,SORBS3
gene_17007,SORCS1
gene_17008,SORCS2
gene_17009,SORCS3
gene_17010,SORD
gene_17011,SORL1
gene_17012,SORT1
gene_17013,SOS1
gene_17014,SOS2
gene_17015,SOSTDC1
gene_17016,SOST
gene_17017,SOX10
gene_17018,SOX11
gene_17019,SOX12
gene_17020,SOX13
gene_17021,SOX14
gene_17022,SOX15
gene_17023,SOX17
gene_17024,SOX18
gene_17025,SOX1
gene_17026,SOX21
gene_17027,SOX2OT
gene_17028,SOX2
gene_17029,SOX30
gene_17030,SOX3
gene_17031,SOX4
gene_17032,SOX5
gene_17033,SOX6
gene_17034,SOX7
gene_17035,SOX8
gene_17036,SOX9
gene_17037,SP100
gene_17038,SP110
gene_17039,SP140L
gene_17040,SP140
gene_17041,SP1
gene_17042,SP2
gene_17043,SP3
gene_17044,SP4
gene_17045,SP5
gene_17046,SP6
gene_17047,SP7
gene_17048,SP8
gene_17049,SP9
gene_17050,SPA17
gene_17051,SPACA1
gene_17052,SPACA3
gene_17053,SPACA4
gene_17054,SPACA5
gene_17055,SPAG11A
gene_17056,SPAG11B
gene_17057,SPAG16
gene_17058,SPAG17
gene_17059,SPAG1
gene_17060,SPAG4
gene_17061,SPAG5
gene_17062,SPAG6
gene_17063,SPAG7
gene_17064,SPAG8
gene_17065,SPAG9
gene_17066,SPAM1
gene_17067,SPANXA2
gene_17068,SPANXB2
gene_17069,SPANXC
gene_17070,SPANXE
gene_17071,SPANXN1
gene_17072,SPANXN2
gene_17073,SPANXN3
gene_17074,SPANXN4
gene_17075,SPANXN5
gene_17076,SPARCL1
gene_17077,SPARC
gene_17078,SPAST
gene_17079,SPATA12
gene_17080,SPATA13
gene_17081,SPATA16
gene_17082,SPATA17
gene_17083,SPATA18
gene_17084,SPATA19
gene_17085,SPATA1
gene_17086,SPATA20
gene_17087,SPATA21
gene_17088,SPATA22
gene_17089,SPATA24
gene_17090,SPATA2L
gene_17091,SPATA2
gene_17092,SPATA3
gene_17093,SPATA4
gene_17094,SPATA5L1
gene_17095,SPATA5
gene_17096,SPATA6
gene_17097,SPATA7
gene_17098,SPATA8
gene_17099,SPATA9
gene_17100,SPATC1
gene_17101,SPATS1
gene_17102,SPATS2L
gene_17103,SPATS2
gene_17104,SPC24
gene_17105,SPC25
gene_17106,SPCS1
gene_17107,SPCS2
gene_17108,SPCS3
gene_17109,SPDEF
gene_17110,SPDYA
gene_17111,SPDYC
gene_17112,SPDYE1
gene_17113,SPDYE2
gene_17114,SPDYE3
gene_17115,SPDYE4
gene_17116,SPDYE5
gene_17117,SPDYE6
gene_17118,SPDYE7P
gene_17119,SPDYE8P
gene_17120,SPEF1
gene_17121,SPEF2
gene_17122,SPEG
gene_17123,SPEM1
gene_17124,SPEN
gene_17125,SPERT
gene_17126,SPESP1
gene_17127,SPG11
gene_17128,SPG20
gene_17129,SPG21
gene_17130,SPG7
gene_17131,SPHAR
gene_17132,SPHK1
gene_17133,SPHK2
gene_17134,SPHKAP
gene_17135,SPI1
gene_17136,SPIB
gene_17137,SPIC
gene_17138,SPIN1
gene_17139,SPIN2A
gene_17140,SPIN2B
gene_17141,SPIN3
gene_17142,SPIN4
gene_17143,SPINK13
gene_17144,SPINK14
gene_17145,SPINK1
gene_17146,SPINK2
gene_17147,SPINK4
gene_17148,SPINK5
gene_17149,SPINK6
gene_17150,SPINK7
gene_17151,SPINK8
gene_17152,SPINK9
gene_17153,SPINLW1
gene_17154,SPINT1
gene_17155,SPINT2
gene_17156,SPINT3
gene_17157,SPINT4
gene_17158,SPIRE1
gene_17159,SPIRE2
gene_17160,SPNS1
gene_17161,SPNS2
gene_17162,SPNS3
gene_17163,SPN
gene_17164,SPO11
gene_17165,SPOCD1
gene_17166,SPOCK1
gene_17167,SPOCK2
gene_17168,SPOCK3
gene_17169,SPON1
gene_17170,SPON2
gene_17171,SPOPL
gene_17172,SPOP
gene_17173,SPP1
gene_17174,SPP2
gene_17175,SPPL2A
gene_17176,SPPL2B
gene_17177,SPPL3
gene_17178,SPRED1
gene_17179,SPRED2
gene_17180,SPRED3
gene_17181,SPRN
gene_17182,SPRR1A
gene_17183,SPRR1B
gene_17184,SPRR2A
gene_17185,SPRR2B
gene_17186,SPRR2C
gene_17187,SPRR2D
gene_17188,SPRR2E
gene_17189,SPRR2F
gene_17190,SPRR2G
gene_17191,SPRR3
gene_17192,SPRR4
gene_17193,SPRY1
gene_17194,SPRY2
gene_17195,SPRY3
gene_17196,SPRY4
gene_17197,SPRYD3
gene_17198,SPRYD4
gene_17199,SPRYD5
gene_17200,SPR
gene_17201,SPSB1
gene_17202,SPSB2
gene_17203,SPSB3
gene_17204,SPSB4
gene_17205,SPTA1
gene_17206,SPTAN1
gene_17207,SPTBN1
gene_17208,SPTBN2
gene_17209,SPTBN4
gene_17210,SPTBN5
gene_17211,SPTB
gene_17212,SPTLC1
gene_17213,SPTLC2
gene_17214,SPTLC3
gene_17215,SPTY2D1
gene_17216,SPZ1
gene_17217,SQLE
gene_17218,SQRDL
gene_17219,SQSTM1
gene_17220,SR140
gene_17221,SRA1
gene_17222,SRBD1
gene_17223,SRCAP
gene_17224,SRCIN1
gene_17225,SRCRB4D
gene_17226,SRC
gene_17227,SRD5A1
gene_17228,SRD5A2
gene_17229,SRD5A3
gene_17230,SREBF1
gene_17231,SREBF2
gene_17232,SRFBP1
gene_17233,SRF
gene_17234,SRGAP1
gene_17235,SRGAP2
gene_17236,SRGAP3
gene_17237,SRGN
gene_17238,SRI
gene_17239,SRL
gene_17240,SRMS
gene_17241,SRM
gene_17242,SRP14
gene_17243,SRP19
gene_17244,SRP54
gene_17245,SRP68
gene_17246,SRP72
gene_17247,SRP9
gene_17248,SRPK1
gene_17249,SRPK2
gene_17250,SRPK3
gene_17251,SRPRB
gene_17252,SRPR
gene_17253,SRPX2
gene_17254,SRPX
gene_17255,SRRD
gene_17256,SRRM1
gene_17257,SRRM2
gene_17258,SRRM3
gene_17259,SRRM4
gene_17260,SRRM5
gene_17261,SRRT
gene_17262,SRR
gene_17263,SRXN1
gene_17264,SRY
gene_17265,SS18L1
gene_17266,SS18L2
gene_17267,SS18
gene_17268,SSBP1
gene_17269,SSBP2
gene_17270,SSBP3
gene_17271,SSBP4
gene_17272,SSB
gene_17273,SSC5D
gene_17274,SSFA2
gene_17275,SSH1
gene_17276,SSH2
gene_17277,SSH3
gene_17278,SSNA1
gene_17279,SSPN
gene_17280,SSPO
gene_17281,SSR1
gene_17282,SSR2
gene_17283,SSR3
gene_17284,SSR4
gene_17285,SSRP1
gene_17286,SSSCA1
gene_17287,SSTR1
gene_17288,SSTR2
gene_17289,SSTR3
gene_17290,SSTR4
gene_17291,SSTR5
gene_17292,SST
gene_17293,SSU72
gene_17294,SSX1
gene_17295,SSX2IP
gene_17296,SSX2
gene_17297,SSX3
gene_17298,SSX4
gene_17299,SSX5
gene_17300,SSX6
gene_17301,SSX7
gene_17302,SSX8
gene_17303,ST13
gene_17304,ST14
gene_17305,ST18
gene_17306,ST20
gene_17307,ST3GAL1
gene_17308,ST3GAL2
gene_17309,ST3GAL3
gene_17310,ST3GAL4
gene_17311,ST3GAL5
gene_17312,ST3GAL6
gene_17313,ST5
gene_17314,ST6GAL1
gene_17315,ST6GAL2
gene_17316,ST6GALNAC1
gene_17317,ST6GALNAC2
gene_17318,ST6GALNAC3
gene_17319,ST6GALNAC4
gene_17320,ST6GALNAC5
gene_17321,ST6GALNAC6
gene_17322,ST7L
gene_17323,ST7OT1
gene_17324,ST7OT2
gene_17325,ST7OT3
gene_17326,ST7OT4
gene_17327,ST7
gene_17328,ST8SIA1
gene_17329,ST8SIA2
gene_17330,ST8SIA3
gene_17331,ST8SIA4
gene_17332,ST8SIA5
gene_17333,ST8SIA6
gene_17334,STAB1
gene_17335,STAB2
gene_17336,STAC2
gene_17337,STAC3
gene_17338,STAC
gene_17339,STAG1
gene_17340,STAG2
gene_17341,STAG3L1
gene_17342,STAG3L2
gene_17343,STAG3L3
gene_17344,STAG3L4
gene_17345,STAG3
gene_17346,STAM2
gene_17347,STAMBPL1
gene_17348,STAMBP
gene_17349,STAM
gene_17350,STAP1
gene_17351,STAP2
gene_17352,STARD10
gene_17353,STARD13
gene_17354,STARD3NL
gene_17355,STARD3
gene_17356,STARD4
gene_17357,STARD5
gene_17358,STARD6
gene_17359,STARD7
gene_17360,STARD8
gene_17361,STAR
gene_17362,STAT1
gene_17363,STAT2
gene_17364,STAT3
gene_17365,STAT4
gene_17366,STAT5A
gene_17367,STAT5B
gene_17368,STAT6
gene_17369,STATH
gene_17370,STAU1
gene_17371,STAU2
gene_17372,STBD1
gene_17373,STC1
gene_17374,STC2
gene_17375,STEAP1
gene_17376,STEAP2
gene_17377,STEAP3
gene_17378,STEAP4
gene_17379,STH
gene_17380,STIL
gene_17381,STIM1
gene_17382,STIM2
gene_17383,STIP1
gene_17384,STK10
gene_17385,STK11IP
gene_17386,STK11
gene_17387,STK16
gene_17388,STK17A
gene_17389,STK17B
gene_17390,STK19
gene_17391,STK24
gene_17392,STK25
gene_17393,STK31
gene_17394,STK32A
gene_17395,STK32B
gene_17396,STK32C
gene_17397,STK33
gene_17398,STK35
gene_17399,STK36
gene_17400,STK38L
gene_17401,STK38
gene_17402,STK39
gene_17403,STK3
gene_17404,STK40
gene_17405,STK4
gene_17406,STL
gene_17407,STMN1
gene_17408,STMN2
gene_17409,STMN3
gene_17410,STMN4
gene_17411,STOML1
gene_17412,STOML2
gene_17413,STOML3
gene_17414,STOM
gene_17415,STON1-GTF2A1L
gene_17416,STON1
gene_17417,STON2
gene_17418,STOX1
gene_17419,STOX2
gene_17420,STRA13
gene_17421,STRA6
gene_17422,STRA8
gene_17423,STRADA
gene_17424,STRADB
gene_17425,STRAP
gene_17426,STRBP
gene_17427,STRC
gene_17428,STRN3
gene_17429,STRN4
gene_17430,STRN
gene_17431,STS
gene_17432,STT3A
gene_17433,STT3B
gene_17434,STUB1
gene_17435,STX10
gene_17436,STX11
gene_17437,STX12
gene_17438,STX16
gene_17439,STX17
gene_17440,STX18
gene_17441,STX19
gene_17442,STX1A
gene_17443,STX1B
gene_17444,STX2
gene_17445,STX3
gene_17446,STX4
gene_17447,STX5
gene_17448,STX6
gene_17449,STX7
gene_17450,STX8
gene_17451,STXBP1
gene_17452,STXBP2
gene_17453,STXBP3
gene_17454,STXBP4
gene_17455,STXBP5L
gene_17456,STXBP5
gene_17457,STXBP6
gene_17458,STYK1
gene_17459,STYXL1
gene_17460,STYX
gene_17461,SUB1
gene_17462,SUCLA2
gene_17463,SUCLG1
gene_17464,SUCLG2
gene_17465,SUCNR1
gene_17466,SUDS3
gene_17467,SUFU
gene_17468,SUGT1L1
gene_17469,SUGT1P1
gene_17470,SUGT1
gene_17471,SULF1
gene_17472,SULF2
gene_17473,SULT1A1
gene_17474,SULT1A2
gene_17475,SULT1A3
gene_17476,SULT1B1
gene_17477,SULT1C2
gene_17478,SULT1C3
gene_17479,SULT1C4
gene_17480,SULT1E1
gene_17481,SULT2A1
gene_17482,SULT2B1
gene_17483,SULT4A1
gene_17484,SULT6B1
gene_17485,SUMF1
gene_17486,SUMF2
gene_17487,SUMO1P1
gene_17488,SUMO1P3
gene_17489,SUMO1
gene_17490,SUMO2
gene_17491,SUMO3
gene_17492,SUMO4
gene_17493,SUN1
gene_17494,SUN2
gene_17495,SUN3
gene_17496,SUN5
gene_17497,SUOX
gene_17498,SUPT16H
gene_17499,SUPT3H
gene_17500,SUPT4H1
gene_17501,SUPT5H
gene_17502,SUPT6H
gene_17503,SUPT7L
gene_17504,SUPV3L1
gene_17505,SURF1
gene_17506,SURF2
gene_17507,SURF4
gene_17508,SURF6
gene_17509,SUSD1
gene_17510,SUSD2
gene_17511,SUSD3
gene_17512,SUSD4
gene_17513,SUSD5
gene_17514,SUV39H1
gene_17515,SUV39H2
gene_17516,SUV420H1
gene_17517,SUV420H2
gene_17518,SUZ12P
gene_17519,SUZ12
gene_17520,SV2A
gene_17521,SV2B
gene_17522,SV2C
gene_17523,SVEP1
gene_17524,SVIL
gene_17525,SVIP
gene_17526,SVOPL
gene_17527,SVOP
gene_17528,SWAP70
gene_17529,SYAP1
gene_17530,SYBU
gene_17531,SYCE1L
gene_17532,SYCE1
gene_17533,SYCE2
gene_17534,SYCN
gene_17535,SYCP1
gene_17536,SYCP2L
gene_17537,SYCP2
gene_17538,SYCP3
gene_17539,SYDE1
gene_17540,SYDE2
gene_17541,SYF2
gene_17542,SYK
gene_17543,SYMPK
gene_17544,SYN1
gene_17545,SYN2
gene_17546,SYN3
gene_17547,SYNCRIP
gene_17548,SYNC
gene_17549,SYNE1
gene_17550,SYNE2
gene_17551,SYNGAP1
gene_17552,SYNGR1
gene_17553,SYNGR2
gene_17554,SYNGR3
gene_17555,SYNGR4
gene_17556,SYNJ1
gene_17557,SYNJ2BP
gene_17558,SYNJ2
gene_17559,SYNM
gene_17560,SYNPO2L
gene_17561,SYNPO2
gene_17562,SYNPO
gene_17563,SYNPR
gene_17564,SYNRG
gene_17565,SYPL1
gene_17566,SYPL2
gene_17567,SYP
gene_17568,SYS1-DBNDD2
gene_17569,SYS1
gene_17570,SYT10
gene_17571,SYT11
gene_17572,SYT12
gene_17573,SYT13
gene_17574,SYT14L
gene_17575,SYT14
gene_17576,SYT15
gene_17577,SYT16
gene_17578,SYT17
gene_17579,SYT1
gene_17580,SYT2
gene_17581,SYT3
gene_17582,SYT4
gene_17583,SYT5
gene_17584,SYT6
gene_17585,SYT7
gene_17586,SYT8
gene_17587,SYT9
gene_17588,SYTL1
gene_17589,SYTL2
gene_17590,SYTL3
gene_17591,SYTL4
gene_17592,SYTL5
gene_17593,SYVN1
gene_17594,TAAR1
gene_17595,TAAR2
gene_17596,TAAR5
gene_17597,TAAR6
gene_17598,TAAR8
gene_17599,TAAR9
gene_17600,TAB1
gene_17601,TAB2
gene_17602,TAB3
gene_17603,TAC1
gene_17604,TAC3
gene_17605,TAC4
gene_17606,TACC1
gene_17607,TACC2
gene_17608,TACC3
gene_17609,TACO1
gene_17610,TACR1
gene_17611,TACR2
gene_17612,TACR3
gene_17613,TACSTD2
gene_17614,TADA1
gene_17615,TADA2A
gene_17616,TADA2B
gene_17617,TADA3
gene_17618,TAF10
gene_17619,TAF11
gene_17620,TAF12
gene_17621,TAF13
gene_17622,TAF15
gene_17623,TAF1A
gene_17624,TAF1B
gene_17625,TAF1C
gene_17626,TAF1D
gene_17627,TAF1L
gene_17628,TAF1
gene_17629,TAF2
gene_17630,TAF3
gene_17631,TAF4B
gene_17632,TAF4
gene_17633,TAF5L
gene_17634,TAF5
gene_17635,TAF6L
gene_17636,TAF6
gene_17637,TAF7L
gene_17638,TAF7
gene_17639,TAF8
gene_17640,TAF9B
gene_17641,TAF9
gene_17642,TAGAP
gene_17643,TAGLN2
gene_17644,TAGLN3
gene_17645,TAGLN
gene_17646,TAL1
gene_17647,TAL2
gene_17648,TALDO1
gene_17649,TANC1
gene_17650,TANC2
gene_17651,TANK
gene_17652,TAOK1
gene_17653,TAOK2
gene_17654,TAOK3
gene_17655,TAP1
gene_17656,TAP2
gene_17657,TAPBPL
gene_17658,TAPBP
gene_17659,TAPT1
gene_17660,TARBP1
gene_17661,TARBP2
gene_17662,TARDBP
gene_17663,TARM1
gene_17664,TARP
gene_17665,TARS2
gene_17666,TARSL2
gene_17667,TARS
gene_17668,TAS1R1
gene_17669,TAS1R2
gene_17670,TAS1R3
gene_17671,TAS2R10
gene_17672,TAS2R13
gene_17673,TAS2R14
gene_17674,TAS2R16
gene_17675,TAS2R19
gene_17676,TAS2R1
gene_17677,TAS2R20
gene_17678,TAS2R30
gene_17679,TAS2R31
gene_17680,TAS2R38
gene_17681,TAS2R39
gene_17682,TAS2R3
gene_17683,TAS2R40
gene_17684,TAS2R41
gene_17685,TAS2R42
gene_17686,TAS2R43
gene_17687,TAS2R46
gene_17688,TAS2R4
gene_17689,TAS2R50
gene_17690,TAS2R5
gene_17691,TAS2R60
gene_17692,TAS2R7
gene_17693,TAS2R8
gene_17694,TAS2R9
gene_17695,TASP1
gene_17696,TATDN1
gene_17697,TATDN2
gene_17698,TATDN3
gene_17699,TAT
gene_17700,TAX1BP1
gene_17701,TAX1BP3
gene_17702,TAZ
gene_17703,TBC1D10A
gene_17704,TBC1D10B
gene_17705,TBC1D10C
gene_17706,TBC1D12
gene_17707,TBC1D13
gene_17708,TBC1D14
gene_17709,TBC1D15
gene_17710,TBC1D16
gene_17711,TBC1D17
gene_17712,TBC1D19
gene_17713,TBC1D1
gene_17714,TBC1D20
gene_17715,TBC1D21
gene_17716,TBC1D22A
gene_17717,TBC1D22B
gene_17718,TBC1D23
gene_17719,TBC1D24
gene_17720,TBC1D25
gene_17721,TBC1D26
gene_17722,TBC1D28
gene_17723,TBC1D29
gene_17724,TBC1D2B
gene_17725,TBC1D2
gene_17726,TBC1D3B
gene_17727,TBC1D3C
gene_17728,TBC1D3G
gene_17729,TBC1D3H
gene_17730,TBC1D3P2
gene_17731,TBC1D3
gene_17732,TBC1D4
gene_17733,TBC1D5
gene_17734,TBC1D7
gene_17735,TBC1D8B
gene_17736,TBC1D8
gene_17737,TBC1D9B
gene_17738,TBC1D9
gene_17739,TBCA
gene_17740,TBCB
gene_17741,TBCCD1
gene_17742,TBCC
gene_17743,TBCD
gene_17744,TBCEL
gene_17745,TBCE
gene_17746,TBCK
gene_17747,TBK1
gene_17748,TBKBP1
gene_17749,TBL1XR1
gene_17750,TBL1X
gene_17751,TBL1Y
gene_17752,TBL2
gene_17753,TBL3
gene_17754,TBPL1
gene_17755,TBPL2
gene_17756,TBP
gene_17757,TBR1
gene_17758,TBRG1
gene_17759,TBRG4
gene_17760,TBX10
gene_17761,TBX15
gene_17762,TBX18
gene_17763,TBX19
gene_17764,TBX1
gene_17765,TBX20
gene_17766,TBX21
gene_17767,TBX22
gene_17768,TBX2
gene_17769,TBX3
gene_17770,TBX4
gene_17771,TBX5
gene_17772,TBX6
gene_17773,TBXA2R
gene_17774,TBXAS1
gene_17775,TC2N
gene_17776,TCAM1P
gene_17777,TCAP
gene_17778,TCEA1
gene_17779,TCEA2
gene_17780,TCEA3
gene_17781,TCEAL1
gene_17782,TCEAL2
gene_17783,TCEAL3
gene_17784,TCEAL4
gene_17785,TCEAL5
gene_17786,TCEAL6
gene_17787,TCEAL7
gene_17788,TCEAL8
gene_17789,TCEANC
gene_17790,TCEB1
gene_17791,TCEB2
gene_17792,TCEB3B
gene_17793,TCEB3C
gene_17794,TCEB3
gene_17795,TCERG1L
gene_17796,TCERG1
gene_17797,TCF12
gene_17798,TCF15
gene_17799,TCF19
gene_17800,TCF20
gene_17801,TCF21
gene_17802,TCF23
gene_17803,TCF25
gene_17804,TCF3
gene_17805,TCF4
gene_17806,TCF7L1
gene_17807,TCF7L2
gene_17808,TCF7
gene_17809,TCFL5
gene_17810,TCHHL1
gene_17811,TCHH
gene_17812,TCHP
gene_17813,TCIRG1
gene_17814,TCL1A
gene_17815,TCL1B
gene_17816,TCL6
gene_17817,TCN1
gene_17818,TCN2
gene_17819,TCOF1
gene_17820,TCP10L2
gene_17821,TCP10L
gene_17822,TCP10
gene_17823,TCP11L1
gene_17824,TCP11L2
gene_17825,TCP11
gene_17826,TCP1
gene_17827,TCTA
gene_17828,TCTE1
gene_17829,TCTE3
gene_17830,TCTEX1D1
gene_17831,TCTEX1D2
gene_17832,TCTEX1D4
gene_17833,TCTN1
gene_17834,TCTN2
gene_17835,TCTN3
gene_17836,TDGF1
gene_17837,TDGF3
gene_17838,TDG
gene_17839,TDH
gene_17840,TDO2
gene_17841,TDP1
gene_17842,TDP2
gene_17843,TDRD10
gene_17844,TDRD12
gene_17845,TDRD1
gene_17846,TDRD3
gene_17847,TDRD5
gene_17848,TDRD6
gene_17849,TDRD7
gene_17850,TDRD9
gene_17851,TDRG1
gene_17852,TDRKH
gene_17853,TEAD1
gene_17854,TEAD2
gene_17855,TEAD3
gene_17856,TEAD4
gene_17857,TECPR1
gene_17858,TECPR2
gene_17859,TECRL
gene_17860,TECR
gene_17861,TECTA
gene_17862,TECTB
gene_17863,TEC
gene_17864,TEDDM1
gene_17865,TEF
gene_17866,TEKT1
gene_17867,TEKT2
gene_17868,TEKT3
gene_17869,TEKT4
gene_17870,TEKT5
gene_17871,TEK
gene_17872,TELO2
gene_17873,TENC1
gene_17874,TEP1
gene_17875,TEPP
gene_17876,TERC
gene_17877,TERF1
gene_17878,TERF2IP
gene_17879,TERF2
gene_17880,TERT
gene_17881,TESC
gene_17882,TESK1
gene_17883,TESK2
gene_17884,TES
gene_17885,TET1
gene_17886,TET2
gene_17887,TET3
gene_17888,TEX101
gene_17889,TEX10
gene_17890,TEX11
gene_17891,TEX12
gene_17892,TEX13A
gene_17893,TEX13B
gene_17894,TEX14
gene_17895,TEX15
gene_17896,TEX19
gene_17897,TEX261
gene_17898,TEX264
gene_17899,TEX28
gene_17900,TEX2
gene_17901,TEX9
gene_17902,TFAMP1
gene_17903,TFAM
gene_17904,TFAP2A
gene_17905,TFAP2B
gene_17906,TFAP2C
gene_17907,TFAP2D
gene_17908,TFAP2E
gene_17909,TFAP4
gene_17910,TFB1M
gene_17911,TFB2M
gene_17912,TFCP2L1
gene_17913,TFCP2
gene_17914,TFDP1
gene_17915,TFDP2
gene_17916,TFDP3
gene_17917,TFE3
gene_17918,TFEB
gene_17919,TFEC
gene_17920,TFF1
gene_17921,TFF2
gene_17922,TFF3
gene_17923,TFG
gene_17924,TFIP11
gene_17925,TFPI2
gene_17926,TFPI
gene_17927,TFPT
gene_17928,TFR2
gene_17929,TFRC
gene_17930,TF
gene_17931,TGDS
gene_17932,TGFA
gene_17933,TGFB1I1
gene_17934,TGFB1
gene_17935,TGFB2
gene_17936,TGFB3
gene_17937,TGFBI
gene_17938,TGFBR1
gene_17939,TGFBR2
gene_17940,TGFBR3
gene_17941,TGFBRAP1
gene_17942,TGIF1
gene_17943,TGIF2LX
gene_17944,TGIF2LY
gene_17945,TGIF2
gene_17946,TGM1
gene_17947,TGM2
gene_17948,TGM3
gene_17949,TGM4
gene_17950,TGM5
gene_17951,TGM6
gene_17952,TGM7
gene_17953,TGOLN2
gene_17954,TGS1
gene_17955,TG
gene_17956,TH1L
gene_17957,THADA
gene_17958,THAP10
gene_17959,THAP11
gene_17960,THAP1
gene_17961,THAP2
gene_17962,THAP3
gene_17963,THAP4
gene_17964,THAP5
gene_17965,THAP6
gene_17966,THAP7
gene_17967,THAP8
gene_17968,THAP9
gene_17969,THBD
gene_17970,THBS1
gene_17971,THBS2
gene_17972,THBS3
gene_17973,THBS4
gene_17974,THEG
gene_17975,THEM4
gene_17976,THEM5
gene_17977,THEMIS
gene_17978,THG1L
gene_17979,THNSL1
gene_17980,THNSL2
